strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue
9000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE9000.00,169.5,0.0,0.0,0,0.0,6750.0,0.0,0.0,800,50,50,6728.15,50,7129.2,15818.25
10000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE10000.00,9410.5,0.0,0.0,1,0.0,5858.0,-11.550000000000182,-0.1967782879437126,1100,900,50,5857.5,200,5890.15,15818.25
10500,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE10500.00,36.0,0.0,0.0,0,0.0,5334.05,0.0,0.0,1200,0,1200,4478.7,0,0.0,15818.25
10500,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE10500.00,37.5,0.0,0.0,0,0.0,2300.0,0.0,0.0,300,0,300,4741.25,0,0.0,15818.25
10600,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE10600.00,1275.0,0.0,0.0,0,0.0,4250.0,0.0,0.0,750,0,750,4382.7,0,0.0,15818.25
10700,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE10700.00,1398.0,0.0,0.0,0,0.0,4150.0,0.0,0.0,750,50,750,4287.25,50,6392.0,15818.25
10800,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE10800.00,712.5,0.0,0.0,0,0.0,2341.3,0.0,0.0,750,0,750,4191.7,0,0.0,15818.25
11000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11000.00,614.0,0.0,0.0,0,0.0,4950.0,0.0,0.0,1950,450,50,4843.0,300,4946.35,15818.25
11000,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE11000.00,222.0,0.0,0.0,0,0.0,4878.4,6.699999999999818,0.13752899398566862,5100,5000,100,4822.75,50,4889.95,15818.25
11000,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE11000.00,24.0,0.0,0.0,0,0.0,2060.05,0.0,0.0,250,0,250,4612.25,0,0.0,15818.25
11500,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE11500.00,2.5,0.0,0.0,0,0.0,4435.0,0.0,0.0,4950,4800,100,4289.25,4800,4922.35,15818.25
11500,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11500.00,1078.5,1.0,0.09280742459396751,1,0.0,4608.5,-390.5,-7.811562312462493,350,1800,50,4340.25,500,4542.7,15818.25
11500,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE11500.00,75.0,0.0,0.0,0,0.0,3874.25,0.0,0.0,1500,50,1500,4223.25,50,6163.0,15818.25
11600,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11600.00,105.0,0.0,0.0,0,0.0,2650.0,0.0,0.0,750,0,750,3445.25,0,0.0,15818.25
11700,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11700.00,918.0,0.0,0.0,0,0.0,2480.25,0.0,0.0,500,0,500,3354.25,0,0.0,15818.25
11800,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11800.00,259.5,0.0,0.0,0,0.0,2261.15,0.0,0.0,500,0,500,3264.25,0,0.0,15818.25
11900,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE11900.00,588.0,0.0,0.0,0,0.0,1048.1,0.0,0.0,750,0,750,3175.25,0,0.0,15818.25
12000,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE12000.00,4.5,0.0,0.0,0,0.0,3870.35,0.0,0.0,5000,4950,100,3842.4,50,3912.85,15818.25
12000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE12000.00,1611.5,0.0,0.0,0,0.0,3905.0,0.0,0.0,2800,200,50,3920.05,50,4027.8,15818.25
12500,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE12500.00,401.0,0.0,0.0,0,0.0,3385.0,0.0,0.0,2050,200,50,3411.65,50,3543.25,15818.25
12500,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE12500.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5100,4850,150,3338.3,50,3434.85,15818.25
13000,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13000.00,17051.0,-29.0,-0.16978922716627634,58,0.0,2824.85,-18.300000000000182,-0.6436522870759609,13650,12850,200,2814.85,50,2825.0,15818.25
13000,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE13000.00,19.5,0.0,0.0,0,0.0,2944.25,-0.0500000000001819,-0.0016981965153069283,5050,4900,50,2863.5,50,2942.6,15818.25
13000,31-Mar-2022,NIFTY,OPTIDXNIFTY31-03-2022CE13000.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,750,0,750,2516.25,0,0.0,15818.25
13000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE13000.00,1909.5,0.0,0.0,0,0.0,3070.0,10.5,0.3431933322438307,2200,150,50,2946.8,50,3051.0,15818.25
13050,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12900,9150,2850,2721.75,2850,2915.65,15818.25
13100,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13100.00,42.0,0.0,0.0,0,0.0,2679.15,0.0,0.0,10150,10400,50,2702.55,50,2734.0,15818.25
13150,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13150.00,1.0,0.0,0.0,0,0.0,2586.2,0.0,0.0,12950,12950,2900,2605.1,50,2751.85,15818.25
13200,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6300,6300,1500,2462.8,1500,2791.4,15818.25
13200,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13200.00,14.0,0.0,0.0,0,0.0,2648.4,0.0,0.0,9300,9300,750,2591.1,750,2632.45,15818.25
13200,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13200.00,256.0,0.0,0.0,0,0.0,2471.65,0.0,0.0,10250,10900,50,2604.15,50,2634.55,15818.25
13250,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6300,6300,1500,2504.25,1500,2738.85,15818.25
13250,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12900,9150,2850,2494.35,2850,2658.5,15818.25
13250,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12150,12150,4350,2441.85,4350,2681.95,15818.25
13300,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13300.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6300,6300,1500,2456.75,1500,2686.2,15818.25
13300,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13300.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6375,9150,75,2442.75,2850,2587.65,15818.25
13300,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13300.00,177.0,0.0,0.0,0,0.0,2541.0,1.449999999999818,0.057096729735575905,10250,10250,100,2507.7,200,2537.1,15818.25
13350,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13350.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6300,6300,1500,2409.25,1500,2633.9,15818.25
13350,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13350.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10050,9150,2850,2399.8,2850,2556.9,15818.25
13350,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13350.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,2402.15,2850,2536.85,15818.25
13400,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13400.00,10.0,0.0,0.0,0,0.0,2449.9,0.0,0.0,10300,10200,50,2410.7,50,2438.25,15818.25
13400,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13400.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,2346.05,2850,2503.25,15818.25
13400,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13400.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6375,9225,75,2345.1,75,2485.85,15818.25
13400,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13400.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2214.7,4800,2739.6,15818.25
13450,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13450.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2167.9,4800,2677.4,15818.25
13450,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13450.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,2304.65,2850,2435.4,15818.25
13450,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13450.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2297.1,1500,2485.5,15818.25
13450,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13450.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10050,9350,2850,2300.6,2850,2449.8,15818.25
13500,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13500.00,5264.0,-27.0,-0.5103005103005103,47,0.0,2318.15,-27.799999999999727,-1.1850209936273037,11650,11700,800,2317.3,50,2327.9,15818.25
13500,31-Mar-2022,NIFTY,OPTIDXNIFTY31-03-2022CE13500.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,750,0,750,2171.25,0,0.0,15818.25
13500,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE13500.00,315.0,0.0,0.0,0,0.0,2600.0,0.0,0.0,3100,50,50,2501.25,50,2609.45,15818.25
13500,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13500.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2151.65,4800,2619.25,15818.25
13500,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13500.00,3.0,0.0,0.0,0,0.0,2221.1,0.0,0.0,6675,6600,75,2284.45,300,2344.4,15818.25
13500,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE13500.00,14.5,8.0,123.07692307692308,11,0.0,2450.0,35.0,1.4492753623188406,4950,4850,50,2384.2,50,2451.95,15818.25
13500,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13500.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,2248.4,2850,2400.9,15818.25
13550,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13550.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9800,9350,2850,2211.35,2850,2341.8,15818.25
13550,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13550.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2106.45,4800,2566.0,15818.25
13550,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13550.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,2204.1,2850,2333.05,15818.25
13550,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13550.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2199.55,1500,2424.7,15818.25
13600,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13600.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2056.6,4800,2503.0,15818.25
13600,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13600.00,42.0,0.0,0.0,1,0.0,2300.9,58.05000000000018,2.5882248032637127,12900,11750,2850,2183.25,100,2233.2,15818.25
13600,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13600.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,2157.1,2850,2280.15,15818.25
13600,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13600.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2150.95,1500,2372.15,15818.25
13650,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13650.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,2011.5,4800,2439.2,15818.25
13650,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13650.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,2925,2108.6,2850,2224.2,15818.25
13650,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13650.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2101.8,1500,2319.75,15818.25
13650,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13650.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12900,12900,2850,2108.15,2850,2248.85,15818.25
13700,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13700.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1965.25,4800,2402.95,15818.25
13700,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13700.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6375,9150,75,2058.65,2850,2173.35,15818.25
13700,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13700.00,17.0,1.0,6.25,2,0.0,2165.85,167.94999999999982,8.406326642975115,10050,10250,1500,2053.45,50,2143.7,15818.25
13700,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13700.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2053.0,1500,2267.3,15818.25
13750,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13750.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12900,12900,2850,2011.5,2850,2147.0,15818.25
13750,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13750.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1918.85,4800,2353.75,15818.25
13750,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13750.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,2004.15,1500,2214.75,15818.25
13750,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13750.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,2008.9,2850,2122.3,15818.25
13800,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13800.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1955.3,2850,2125.2,15818.25
13800,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13800.00,281.0,0.0,0.0,0,0.0,1935.35,0.0,0.0,10100,10200,50,2017.55,50,2043.1,15818.25
13800,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13800.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,1960.8,2850,2072.3,15818.25
13800,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13800.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1873.75,4800,2298.6,15818.25
13850,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13850.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1905.3,2850,2041.9,15818.25
13850,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13850.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1831.0,4800,2237.6,15818.25
13850,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13850.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12900,12900,2850,1912.05,2850,2045.35,15818.25
13850,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE13850.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5950,5150,1050,1855.15,4800,2214.05,15818.25
13850,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13850.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,1906.3,1500,2109.55,15818.25
13900,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE13900.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7450,5000,150,1932.7,100,2008.1,15818.25
13900,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13900.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,4350,1848.55,1500,2057.05,15818.25
13900,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13900.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,1862.85,2850,1976.4,15818.25
13900,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13900.00,30.0,0.0,0.0,0,0.0,1800.15,0.0,0.0,10200,10200,100,1916.05,50,1944.1,15818.25
13900,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13900.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1783.5,4800,2185.85,15818.25
13950,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE13950.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10050,12200,2850,1819.85,2850,1941.9,15818.25
13950,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE13950.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5600,4900,4800,1751.2,4800,2148.95,15818.25
13950,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE13950.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,1814.0,2850,1924.8,15818.25
13950,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE13950.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1808.3,2850,1942.1,15818.25
13950,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE13950.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1725.9,4800,2133.25,15818.25
14000,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14000.00,6264.0,-107.0,-1.6794851671637105,170,0.0,1836.3,-10.650000000000091,-0.5766263298952375,13000,12700,100,1824.6,50,1833.05,15818.25
14000,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE14000.00,105.0,38.0,56.71641791044776,47,0.0,1938.3,-17.25,-0.8821047787067576,5500,5650,200,1916.45,800,2049.95,15818.25
14000,30-Dec-2021,NIFTY,OPTIDXNIFTY30-12-2021CE14000.00,1687.0,-27.0,-1.575262543757293,31,0.0,2100.0,-35.0,-1.639344262295082,2900,500,50,2085.05,50,2123.8,15818.25
14000,31-Mar-2022,NIFTY,OPTIDXNIFTY31-03-2022CE14000.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,750,0,750,1860.25,0,0.0,15818.25
14000,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE14000.00,3.0,0.0,0.0,0,0.0,2080.0,0.0,0.0,0,100,0,0.0,50,4208.95,15818.25
14000,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14000.00,298.0,4.0,1.3605442176870748,6,0.0,1910.0,16.700000000000045,0.8820577827074445,7900,8000,200,1862.1,450,1880.65,15818.25
14000,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14000.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11250,11250,4350,1752.25,2850,1894.85,15818.25
14000,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14000.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1679.45,4800,2075.6,15818.25
14000,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14000.00,46.0,38.0,475.0,63,104.04,1853.0,37.549999999999955,2.068357707455449,8775,10650,75,1795.1,2550,1830.4,15818.25
14050,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1644.05,4800,2019.7,15818.25
14050,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10050,12200,2850,1723.75,2850,1832.2,15818.25
14050,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5600,4900,4800,1651.2,4800,2048.95,15818.25
14050,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,1711.05,1500,1900.15,15818.25
14050,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14050.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1709.45,2850,1837.95,15818.25
14100,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14100.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1611.05,4800,1960.6,15818.25
14100,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14100.00,81.0,1.0,1.25,4,0.0,1758.55,18.549999999999955,1.0660919540229858,10300,11650,50,1718.1,50,1738.95,15818.25
14100,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14100.00,1.0,0.0,0.0,0,0.0,1639.55,0.0,0.0,7300,7450,4800,1653.4,50,1795.1,15818.25
14100,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14100.00,1.0,1.0,0.0,3,101.12,1755.6,674.25,62.35261478707172,6450,9225,1500,1647.15,2850,1792.35,15818.25
14100,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14100.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,6300,2850,1661.9,1500,1791.2,15818.25
14150,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14150.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1561.85,4800,1916.6,15818.25
14150,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14150.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9225,9150,75,1615.5,2850,1714.45,15818.25
14150,05-Aug-2021,NIFTY,OPTIDXNIFTY05-08-2021CE14150.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1556.85,4800,1899.9,15818.25
14150,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14150.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5600,4900,4800,1551.2,4800,1948.95,15818.25
14150,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14150.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1616.0,2850,1738.8,15818.25
14150,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14150.00,4.0,0.0,0.0,0,0.0,1499.55,0.0,0.0,12900,10150,2850,1620.2,100,1741.0,15818.25
14200,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1519.65,4800,1857.6,15818.25
14200,05-Aug-2021,NIFTY,OPTIDXNIFTY05-08-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1510.25,4800,1857.35,15818.25
14200,12-Aug-2021,NIFTY,OPTIDXNIFTY12-08-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1510.45,4800,1890.3,15818.25
14200,18-Aug-2021,NIFTY,OPTIDXNIFTY18-08-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1525.3,4800,1883.95,15818.25
14200,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7500,5000,200,1640.35,50,1700.9,15818.25
14200,02-Sep-2021,NIFTY,OPTIDXNIFTY02-09-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1523.1,4800,1999.1,15818.25
14200,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4900,5000,4800,1551.05,100,1875.0,15818.25
14200,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1567.85,2850,1688.2,15818.25
14200,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14200.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6600,9450,75,1585.0,75,1700.15,15818.25
14200,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14200.00,173.0,-1.0,-0.5747126436781609,5,0.0,1688.65,194.45000000000005,13.013652790791062,11500,12850,50,1619.05,50,1640.15,15818.25
14250,22-Jul-2021,NIFTY,OPTIDXNIFTY22-07-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1467.6,4800,1803.7,15818.25
14250,29-Jul-2021,NIFTY,OPTIDXNIFTY29-07-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13000,13000,50,1516.45,50,1639.7,15818.25
14250,05-Aug-2021,NIFTY,OPTIDXNIFTY05-08-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1479.55,4800,1839.05,15818.25
14250,12-Aug-2021,NIFTY,OPTIDXNIFTY12-08-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1464.55,4800,1836.35,15818.25
14250,18-Aug-2021,NIFTY,OPTIDXNIFTY18-08-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1464.55,4800,1840.15,15818.25
14250,26-Aug-2021,NIFTY,OPTIDXNIFTY26-08-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5600,4900,4800,1451.2,4800,1848.95,15818.25
14250,02-Sep-2021,NIFTY,OPTIDXNIFTY02-09-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4800,4800,4800,1466.55,4800,1929.8,15818.25
14250,30-Sep-2021,NIFTY,OPTIDXNIFTY30-09-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4900,4900,4800,1501.05,100,1825.0,15818.25
14250,08-Jul-2021,NIFTY,OPTIDXNIFTY08-07-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6450,9300,75,1467.85,75,1629.7,15818.25
14250,15-Jul-2021,NIFTY,OPTIDXNIFTY15-07-2021CE14250.00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9150,9150,2850,1515.4,2850,1636.8,15818.25
